0 -62.892239 -62.982487 0.21664283 0.99806345 0.00068603997 0.01086703 0.0080938702 0.081121303 0.064897038 0.0014406549 
0.30000001 -62.786045 -61.670742 0.21840444 0.99805588 0.00068683148 0.011073487 0.0084387632 0.081115589 0.064892471 0.0015027324 
0.60000002 -62.424114 -60.558788 0.22052178 0.99803478 0.00069202279 0.011560303 0.009109823 0.081109881 0.064887904 0.0016231253 
0.89999998 -61.893005 -59.562023 0.22329231 0.99798894 0.00070498436 0.012246622 0.0099248579 0.081104182 0.064883351 0.0017696167 
1.2 -61.247211 -58.625992 0.22694139 0.99791038 0.00072800921 0.013083835 0.010811778 0.081098504 0.064878806 0.0019295844 
1.5 -60.52412 -57.710686 0.23169334 0.99779105 0.00076323177 0.014042416 0.011746852 0.081092842 0.064874269 0.0020990546 
1.8 -59.744461 -56.789513 0.23777685 0.99762261 0.00081271172 0.015112918 0.012739021 0.081087202 0.064869761 0.0022799384 
2.0999999 -58.914429 -55.846527 0.24544488 0.99739462 0.00087888684 0.016299786 0.013813436 0.081081584 0.064865269 0.0024771395 
2.4000001 -58.030182 -54.870831 0.25499034 0.9970932 0.00096492982 0.01761754 0.01499788 0.081076011 0.064860806 0.0026961805 
2.7 -57.079918 -53.852112 0.26676968 0.99669862 0.0010752401 0.019089023 0.016320331 0.081070468 0.06485638 0.0029428315 
3 -56.042038 -52.777557 0.28123274 0.99618185 0.0012162866 0.020745924 0.017813506 0.081064984 0.064851992 0.0032240227 
3.3 -54.877529 -51.628559 0.2989639 0.99549615 0.00139827 0.022631969 0.019521726 0.08105956 0.064847648 0.0035492429 
3.5999999 -53.513077 -50.375999 0.32073084 0.99456239 0.0016383086 0.024809187 0.021509467 0.081054218 0.064843372 0.0039323522 
3.9000001 -51.767925 -48.965591 0.34761062 0.99320626 0.0019732974 0.027379505 0.02388881 0.081048965 0.064839169 0.0043971376 
4.1999998 -49.093193 -47.26997 0.38118663 0.99096912 0.0024962123 0.03051886 0.02684949 0.081043825 0.064835064 0.0049839439 
4.5 -40.814568 -44.746754 0.42408246 0.98447728 0.0037914903 0.034678619 0.030909587 0.081038833 0.064831071 0.0057991673 
4.8000002 24.713293 -31.15313 0.48416355 0.42671788 0.12105537 0.046231914 0.043416575 0.081034034 0.064827226 0.0082668839 
5.0999999 8.4199858 -16.000458 0.65550071 0.12927637 0.28387249 0.095508374 0.093618818 0.081029616 0.064823687 0.018571984 
5.4000001 -15.883857 -10.195736 1.3297849 0.045835309 0.34385875 0.18165405 0.18218911 0.081026629 0.064821303 0.041882984 
5.6999998 -32.393837 -9.0584736 3.1037033 0.044188403 0.34275785 0.27119261 0.27275032 0.081028186 0.064822547 0.085604809 
6 -41.067974 -8.2013855 6.3870163 0.068038672 0.32321405 0.35163695 0.35126323 0.081039652 0.064831726 0.16626248 
6.3000002 -44.595081 -5.9476156 11.367753 0.10167921 0.29941308 0.4276768 0.41778517 0.081068061 0.064854451 0.30286252 
6.5999999 -44.938793 -2.0647562 18.191608 0.13765588 0.2762641 0.50655091 0.4713335 0.081122085 0.064897664 0.51245445 
6.9000001 -42.836487 3.050734 27.026556 0.1697645 0.25570354 0.59128058 0.51273644 0.081212558 0.064970046 0.81150252 
7.1999998 -37.633549 8.667201 37.95187 0.19281338 0.23940289 0.67808753 0.54418278 0.08135286 0.065082289 1.2119718 
7.5 -24.410158 14.290507 50.779751 0.18612239 0.23384999 0.75894618 0.56822258 0.081558093 0.065246478 1.7110714 
7.8000002 -12.746617 19.268978 64.979958 0.091008291 0.26075926 0.82738066 0.58687109 0.08184246 0.065473974 2.282944 
8.1000004 -17.495392 20.440477 80.389961 0.042086575 0.29119888 0.87913692 0.60273784 0.082217254 0.0657738 2.9130855 
8.3999996 -24.621658 18.753384 97.359673 0.0335798 0.30136448 0.91495991 0.61824471 0.082693093 0.066154473 3.6143064 
8.6999998 -29.441622 15.993987 115.97384 0.040336557 0.29822743 0.93884385 0.63446134 0.083279416 0.066623531 4.4006176 
9 -32.077328 12.803999 136.08896 0.0529617 0.2894451 0.95441079 0.65176827 0.083981894 0.067185514 5.2951074 
9.3000002 -33.271294 9.245327 157.55212 0.067710906 0.27874088 0.96401608 0.6703884 0.084801972 0.067841575 6.3316531 
9.6000004 -33.597599 5.2888794 180.25627 0.082469657 0.26787958 0.96878082 0.69056714 0.085738286 0.068590634 7.5264955 
9.8999996 -33.408512 1.0426892 204.07553 0.095943421 0.25772583 0.96872604 0.71252185 0.086788483 0.069430783 8.8311386 
10.2 -32.895523 -3.1990023 228.74005 0.10726953 0.24873012 0.96291471 0.73626941 0.087950349 0.070360281 10.10478 
10.5 -32.137962 -7.0822859 253.74361 0.11576966 0.24117443 0.9501124 0.76143986 0.089222081 0.071377665 11.159931 
10.8 -31.177036 -10.408173 278.38959 0.12079501 0.23529485 0.92980015 0.78661007 0.09060172 0.072481379 11.871865 
11.1 -30.129078 -12.962808 301.93698 0.12186616 0.23126175 0.90279883 0.79562658 0.092086375 0.073669098 12.049126 
11.4 -29.208754 -14.588391 323.72363 0.11917201 0.22902526 0.87193871 0.7843765 0.093671471 0.074937172 11.789701 
11.7 -28.781393 -15.839869 343.41943 0.11424008 0.22806714 0.83973545 0.7630403 0.095350638 0.076280504 11.386152 
12 -29.159914 -17.036331 360.98782 0.11005442 0.2272308 0.80684382 0.73453718 0.09711656 0.077693246 10.931414 
12.3 -30.268503 -18.294897 376.46231 0.10936758 0.22522923 0.7730909 0.7002964 0.098961391 0.079169109 10.436284 
12.6 -31.745644 -19.591208 389.87946 0.11317609 0.22138777 0.7382431 0.66127473 0.10087672 0.080701374 9.8878384 
12.9 -33.213932 -20.867096 401.26398 0.12101236 0.21577828 0.70236242 0.61881572 0.10285349 0.082282789 9.2855949 
13.2 -34.392006 -22.073151 410.65143 0.13174914 0.20892048 0.66581798 0.57452875 0.10488203 0.08390563 8.6449928 
13.5 -35.066685 -23.177633 418.10718 0.14404301 0.20148394 0.62916183 0.5300315 0.10695229 0.085561827 7.9900246 
13.8 -34.976124 -24.14002 423.73178 0.1561832 0.19423772 0.59305608 0.48680833 0.10905408 0.087243266 7.3461509 
14.1 -33.63895 -24.885654 427.65762 0.1653607 0.18827444 0.55831426 0.44630054 0.11117754 0.088942036 6.7384548 
14.4 -30.160526 -25.256641 430.04727 0.16575034 0.18559822 0.52604431 0.41009581 0.11331338 0.090650707 6.1932874 
14.7 -24.445578 -25.03894 431.09698 0.1434141 0.19059733 0.49794778 0.38029101 0.11545323 0.092362583 5.743649 
15 -22.421116 -24.67767 431.0614 0.10140426 0.20452772 0.47530901 0.3581441 0.11758995 0.094071962 5.4091434 
15.3 -26.380573 -25.224995 430.23016 0.080354735 0.21453673 0.45561832 0.33985913 0.11971813 0.095774502 5.132648 
15.6 -32.094456 -26.681446 428.75745 0.082892977 0.21422163 0.43461493 0.31984761 0.12183375 0.097466998 4.8297768 
15.9 -37.519756 -28.574228 426.63324 0.099258341 0.20637976 0.41021284 0.29573074 0.12393326 0.099146605 4.4645362 
16.200001 -42.158417 -30.62414 423.78607 0.12489995 0.1944232 0.38237092 0.26793882 0.12601288 0.1008103 4.0433488 
16.5 -45.782272 -32.671204 420.16711 0.15773551 0.18052967 0.35196203 0.23793836 0.12806863 0.1024549 3.5883408 
16.799999 -48.355225 -34.625881 415.77301 0.19572589 0.16604239 0.32025307 0.20758864 0.13009648 0.10407718 3.1276813 
17.1 -50.063431 -36.446648 410.64828 0.23664007 0.15179868 0.28848282 0.17855267 0.1320927 0.10567416 2.686698 
17.4 -51.172066 -38.104633 404.88055 0.27855676 0.138248 0.25771052 0.15200132 0.13405408 0.10724326 2.2833772 
